"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","MRIUNITS","TOT","1000000HAB","A","2017",22.96,
"AUT","MRIUNITS","TOT","1000000HAB","A","2018",23.53,
"AUT","MRIUNITS","TOT","1000000HAB","A","2019",25,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","1996",3.52,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","1997",4.02,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","1998",3.76,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","1999",4.88,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2000",4.87,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2001",5.1,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2002",6.19,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2003",6.28,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2004",6.73,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2005",6.81,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2006",7.26,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2007",7.72,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2008",7.81,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2009",8.27,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2010",8.37,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2011",8.46,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2012",8.66,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2013",8.84,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2014",9.24,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2015",10.07,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2016",11.45,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2017",11.82,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2018",12.22,
"AUT","MRIUNITS","INAMBULATORY","1000000HAB","A","2019",13.06,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","1996",4.02,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","1997",4.52,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","1998",4.76,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","1999",6.13,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2000",6.12,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2001",6.59,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2002",7.18,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2003",7.26,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",9.18,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2005",9.36,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2006",9.55,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2007",10.01,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2008",10.21,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",10.19,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2010",10.28,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2011",10.25,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2012",10.44,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2013",10.38,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2014",10.41,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2015",10.64,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2016",10.99,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2017",11.14,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2018",11.31,
"AUT","MRIUNITS","INHOSPITAL","1000000HAB","A","2019",11.94,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2002",6.58,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2003",6.84,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",7,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2005",6.97,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2006",7.11,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2007",7.53,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2008",10.36,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",10.65,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2010",10.65,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2011",10.69,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2012",10.62,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2013",10.84,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2014",11.78,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2015",11.71,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2016",11.65,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2017",11.6,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2018",11.64,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2019",11.49,
"BEL","MRIUNITS","INHOSPITAL","1000000HAB","A","2020",11.46,"E"
"CAN","MRIUNITS","TOT","1000000HAB","A","1982",0.04,
"CAN","MRIUNITS","TOT","1000000HAB","A","1983",0.12,
"CAN","MRIUNITS","TOT","1000000HAB","A","1984",0.16,
"CAN","MRIUNITS","TOT","1000000HAB","A","1985",0.19,
"CAN","MRIUNITS","TOT","1000000HAB","A","1986",0.31,
"CAN","MRIUNITS","TOT","1000000HAB","A","1987",0.38,
"CAN","MRIUNITS","TOT","1000000HAB","A","1988",0.45,
"CAN","MRIUNITS","TOT","1000000HAB","A","1989",0.48,
"CAN","MRIUNITS","TOT","1000000HAB","A","1990",0.69,
"CAN","MRIUNITS","TOT","1000000HAB","A","1991",0.78,
"CAN","MRIUNITS","TOT","1000000HAB","A","1992",0.99,
"CAN","MRIUNITS","TOT","1000000HAB","A","1993",1.05,
"CAN","MRIUNITS","TOT","1000000HAB","A","1994",1.21,
"CAN","MRIUNITS","TOT","1000000HAB","A","1995",1.37,
"CAN","MRIUNITS","TOT","1000000HAB","A","1997",1.84,
"CAN","MRIUNITS","TOT","1000000HAB","A","2000",2.48,
"CAN","MRIUNITS","TOT","1000000HAB","A","2001",4.19,
"CAN","MRIUNITS","TOT","1000000HAB","A","2003",4.71,
"CAN","MRIUNITS","TOT","1000000HAB","A","2004",4.92,
"CAN","MRIUNITS","TOT","1000000HAB","A","2005",5.74,
"CAN","MRIUNITS","TOT","1000000HAB","A","2006",6.17,
"CAN","MRIUNITS","TOT","1000000HAB","A","2007",6.75,
"CAN","MRIUNITS","TOT","1000000HAB","A","2009",7.91,
"CAN","MRIUNITS","TOT","1000000HAB","A","2010",8.26,
"CAN","MRIUNITS","TOT","1000000HAB","A","2011",8.53,
"CAN","MRIUNITS","TOT","1000000HAB","A","2012",8.87,
"CAN","MRIUNITS","TOT","1000000HAB","A","2013",8.89,"E"
"CAN","MRIUNITS","TOT","1000000HAB","A","2015",9.52,
"CAN","MRIUNITS","TOT","1000000HAB","A","2017",9.96,
"CAN","MRIUNITS","TOT","1000000HAB","A","2019",10.06,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","1998",0.07,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","1999",0.13,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2000",0.23,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2001",0.48,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2002",0.61,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2003",0.82,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2004",0.78,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2005",0.99,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2006",1.11,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2007",1.25,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2009",1.64,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2010",1.85,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2011",1.92,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2012",1.9,
"CAN","MRIUNITS","INAMBULATORY","1000000HAB","A","2019",1.73,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2000",2.25,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2001",3.71,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2003",3.89,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",4.13,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2005",4.75,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2006",5.07,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2007",5.5,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",6.27,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2010",6.41,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2011",6.61,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2012",6.97,
"CAN","MRIUNITS","INHOSPITAL","1000000HAB","A","2019",8.33,
"CZE","MRIUNITS","TOT","1000000HAB","A","1991",0.19,
"CZE","MRIUNITS","TOT","1000000HAB","A","1992",0.39,
"CZE","MRIUNITS","TOT","1000000HAB","A","1993",0.58,
"CZE","MRIUNITS","TOT","1000000HAB","A","1994",0.68,
"CZE","MRIUNITS","TOT","1000000HAB","A","1995",0.97,
"CZE","MRIUNITS","TOT","1000000HAB","A","1996",1.07,
"CZE","MRIUNITS","TOT","1000000HAB","A","1997",1.07,
"CZE","MRIUNITS","TOT","1000000HAB","A","1998",1.36,
"CZE","MRIUNITS","TOT","1000000HAB","A","1999",1.56,
"CZE","MRIUNITS","TOT","1000000HAB","A","2000",1.66,"B"
"CZE","MRIUNITS","TOT","1000000HAB","A","2001",1.86,
"CZE","MRIUNITS","TOT","1000000HAB","A","2002",2.16,
"CZE","MRIUNITS","TOT","1000000HAB","A","2003",2.45,
"CZE","MRIUNITS","TOT","1000000HAB","A","2004",2.84,
"CZE","MRIUNITS","TOT","1000000HAB","A","2005",3.13,
"CZE","MRIUNITS","TOT","1000000HAB","A","2006",3.81,
"CZE","MRIUNITS","TOT","1000000HAB","A","2007",4.37,
"CZE","MRIUNITS","TOT","1000000HAB","A","2008",5.01,
"CZE","MRIUNITS","TOT","1000000HAB","A","2009",5.74,
"CZE","MRIUNITS","TOT","1000000HAB","A","2010",6.3,
"CZE","MRIUNITS","TOT","1000000HAB","A","2011",6.86,
"CZE","MRIUNITS","TOT","1000000HAB","A","2012",6.95,
"CZE","MRIUNITS","TOT","1000000HAB","A","2013",7.42,
"CZE","MRIUNITS","TOT","1000000HAB","A","2014",7.41,
"CZE","MRIUNITS","TOT","1000000HAB","A","2015",8.34,
"CZE","MRIUNITS","TOT","1000000HAB","A","2016",8.52,
"CZE","MRIUNITS","TOT","1000000HAB","A","2017",9.44,
"CZE","MRIUNITS","TOT","1000000HAB","A","2018",10.35,
"CZE","MRIUNITS","TOT","1000000HAB","A","2019",10.4,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2004",0.29,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2005",0.29,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2006",0.49,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2007",0.49,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2008",0.77,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2009",0.86,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2010",1.05,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2011",1.05,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2012",1.05,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2013",1.33,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2014",1.14,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2015",1.61,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2016",1.32,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2017",1.6,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2018",1.98,
"CZE","MRIUNITS","INAMBULATORY","1000000HAB","A","2019",1.41,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",2.55,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2005",2.84,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2006",3.32,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2007",3.88,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2008",4.24,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",4.88,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2010",5.25,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2011",5.81,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2012",5.9,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2013",6.09,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2014",6.27,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2015",6.73,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2016",7.19,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2017",7.83,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2018",8.37,
"CZE","MRIUNITS","INHOSPITAL","1000000HAB","A","2019",9,
"DNK","MRIUNITS","TOT","1000000HAB","A","2000",5.43,
"DNK","MRIUNITS","TOT","1000000HAB","A","2002",8.56,
"DNK","MRIUNITS","TOT","1000000HAB","A","2003",9.09,
"DNK","MRIUNITS","TOT","1000000HAB","A","2004",10.18,
"DNK","MRIUNITS","TOT","1000000HAB","A","2009",15.39,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2000",0,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2001",0,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2002",0,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2003",0,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2004",0,
"DNK","MRIUNITS","INAMBULATORY","1000000HAB","A","2009",0,
"DNK","MRIUNITS","INHOSPITAL","1000000HAB","A","2000",5.43,
"DNK","MRIUNITS","INHOSPITAL","1000000HAB","A","2002",8.56,
"DNK","MRIUNITS","INHOSPITAL","1000000HAB","A","2003",9.09,
"DNK","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",10.18,
"DNK","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",15.39,
"FIN","MRIUNITS","TOT","1000000HAB","A","1984",0.2,
"FIN","MRIUNITS","TOT","1000000HAB","A","1985",0.41,
"FIN","MRIUNITS","TOT","1000000HAB","A","1986",0.61,
"FIN","MRIUNITS","TOT","1000000HAB","A","1987",0.81,
"FIN","MRIUNITS","TOT","1000000HAB","A","1988",1.01,
"FIN","MRIUNITS","TOT","1000000HAB","A","1989",1.21,
"FIN","MRIUNITS","TOT","1000000HAB","A","1990",1.8,
"FIN","MRIUNITS","TOT","1000000HAB","A","1991",2.19,
"FIN","MRIUNITS","TOT","1000000HAB","A","1992",2.38,
"FIN","MRIUNITS","TOT","1000000HAB","A","1993",2.76,
"FIN","MRIUNITS","TOT","1000000HAB","A","1994",3.34,
"FIN","MRIUNITS","TOT","1000000HAB","A","1995",4.31,
"FIN","MRIUNITS","TOT","1000000HAB","A","1996",5.66,
"FIN","MRIUNITS","TOT","1000000HAB","A","1997",6.61,
"FIN","MRIUNITS","TOT","1000000HAB","A","1998",8.34,
"FIN","MRIUNITS","TOT","1000000HAB","A","1999",9.1,
"FIN","MRIUNITS","TOT","1000000HAB","A","2000",9.85,
"FIN","MRIUNITS","TOT","1000000HAB","A","2001",10.99,
"FIN","MRIUNITS","TOT","1000000HAB","A","2002",12.5,
"FIN","MRIUNITS","TOT","1000000HAB","A","2003",13.04,
"FIN","MRIUNITS","TOT","1000000HAB","A","2004",13.96,
"FIN","MRIUNITS","TOT","1000000HAB","A","2005",14.68,
"FIN","MRIUNITS","TOT","1000000HAB","A","2006",15.19,
"FIN","MRIUNITS","TOT","1000000HAB","A","2007",15.32,
"FIN","MRIUNITS","TOT","1000000HAB","A","2008",15.62,
"FIN","MRIUNITS","TOT","1000000HAB","A","2009",15.73,
"FIN","MRIUNITS","TOT","1000000HAB","A","2010",18.65,
"FIN","MRIUNITS","TOT","1000000HAB","A","2011",20.23,
"FIN","MRIUNITS","TOT","1000000HAB","A","2012",21.61,
"FIN","MRIUNITS","TOT","1000000HAB","A","2013",22.06,
"FIN","MRIUNITS","TOT","1000000HAB","A","2014",23.25,
"FIN","MRIUNITS","TOT","1000000HAB","A","2015",25.91,
"FIN","MRIUNITS","TOT","1000000HAB","A","2016",25.48,
"FIN","MRIUNITS","TOT","1000000HAB","A","2017",27.05,
"FIN","MRIUNITS","TOT","1000000HAB","A","2018",27.38,
"FIN","MRIUNITS","TOT","1000000HAB","A","2019",28.8,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1984",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1985",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1986",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1987",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1988",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1989",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1990",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1991",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1992",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1993",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1994",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1995",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1996",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1997",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1998",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","1999",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2000",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2001",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2002",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2003",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2004",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2005",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2006",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2007",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2008",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2009",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2010",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2011",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2012",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2013",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2014",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2015",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2016",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2017",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2018",0,
"FIN","MRIUNITS","INAMBULATORY","1000000HAB","A","2019",0,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1984",0.2,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1985",0.41,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1986",0.61,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1987",0.81,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1988",1.01,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1989",1.21,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1990",1.8,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1991",2.19,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1992",2.38,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1993",2.76,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1994",3.34,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1995",4.31,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1996",5.66,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1997",6.61,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1998",8.34,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","1999",9.1,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2000",9.85,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2001",10.99,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2002",12.5,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2003",13.04,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2004",13.96,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2005",14.68,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2006",15.19,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2007",15.32,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2008",15.62,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2009",15.73,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2010",18.65,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2011",20.23,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2012",21.61,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2013",22.06,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2014",23.25,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2015",25.91,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2016",25.48,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2017",27.05,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2018",27.38,
"FIN","MRIUNITS","INHOSPITAL","1000000HAB","A","2019",28.8,
"FRA","MRIUNITS","TOT","1000000HAB","A","1998",1.18,
"FRA","MRIUNITS","TOT","1000000HAB","A","1999",1.51,
"FRA","MRIUNITS","TOT","1000000HAB","A","2000",1.65,
"FRA","MRIUNITS","TOT","1000000HAB","A","2001",1.83,
"FRA","MRIUNITS","TOT","1000000HAB","A","2002",2.4,
"FRA","MRIUNITS","TOT","1000000HAB","A","2003",3.17,
"FRA","MRIUNITS","TOT","1000000HAB","A","2004",3.85,
"FRA","MRIUNITS","TOT","1000000HAB","A","2005",4.78,
"FRA","MRIUNITS","TOT","1000000HAB","A","2006",5.19,
"FRA","MRIUNITS","TOT","1000000HAB","A","2007",5.48,
"FRA","MRIUNITS","TOT","1000000HAB","A","2008",6.06,
"FRA","MRIUNITS","TOT","1000000HAB","A","2009",6.43,
